name,total_volume_sold,total_volume_unsold
BRD YORKS HAM,81,215
24 SKIN M/BALLS,633,1700
UNSMK SKNNY BCN,152,368
CLN ELITE ROSES,292,756
ET WC CRM BRDY,14,36
BAPPLE GRANOLA,7,7
4 G/F MINCE PIE,7,19
4 S SEED ROLL,120,315
LGE PORK/CHESTN,71,67
PORK TONGUE,29,74
MINI HOT X BUNS,88,199
GBF BLUEBERRY,45,33
CHICKEN THIGHS,38,89
CHSE&CHIVE DIP,168,444
DEMERARA BACON,54,137
2 B/FAST S/EGGS,275,682
JAFFA SPHERES,159,412
GR217 CARAMEL,8,17
0% GRK HONEY,40,98
LUX FRUIT SALAD,8,10
B/STICK BLUE,8,10
BULGUR WB BEET,73,190
WTRMLN FINGERS,195,458
2PT ORG SCT WHL,65,172
2 FRUIT T/CAKES,100,235
HR RBUD BROOT,51,136
FRUIT SCONES,119,320
MILLIONAIRE MB,60,168
RTP KING PRAWNS,86,236
TRUFFLE PARSNIP,26,46
1L RGRAP & POM,18,50
CHORIZO SAUSAGE,9,24
LEM/COR HOUMOUS,360,964
MW STCKY TFF,199,531
EW PRN C/TAIL,449,1145
GBF CALAMARI,10,20
Skin On Fillets,200,532
PSSN FRUIT ROLL,10,29
BIRD EYE CHILLI,180,476
GBF PICC VN 400,10,9
CHK PATATAS X2,757,2051
FW CHCKN DRUMST,52,144
G/F PORK SAUSAG,115,321
PEMBR CHKN,336,903
BANOFFEE C/CAKE,153,384
MISSIS MUD TB,165,435
CHEESE TOMATO R,33,44
CASSEROLE STK,450,1222
COCONUT CREAM,124,347
LG POT SALAD,149,376
SMK HAD FLT BAG,235,628
CRISPY 1/4 DUCK,1090,2902
SC LAMB VICT,148,412
VANILLA/MPLE 50,37,83
CASSEROLE STEAK,13,35
RADISH,365,980
GAME CASSEROLE,53,139
4 CKN BRST PTNS,392,1066
COD WITH ROMESC,379,998
4 WHITE SUBS,261,682
MIN ROSE PLANTE,55,142
BEEF SHISH,57,142
DOVER SOLE,258,710
TT GAMMON PEA/M,371,990
WOOD PIDGEON,33,91
POINT RED PEPPR,166,423
TRIPLE CHOC CHS,69,136
CRISPY 1/2 DUCK,510,1435
4 BREADED HAD,811,2218
ALL DAY BRKFAST,19,25
WHITEBAIT,178,462
2 HALF CIABATTA,134,329
EF MANGO PFRUIT,68,174
E/F B/CHERRY,47,129
PRAWN/CRAB C/T,424,1153
2 BIRD RST JNT,101,269
TRPLE CHOC CKIE,109,282
MINATURE ROSE,113,300
MAR ANCHOVIES,457,1257
LGE PINEAPPLE,178,479
EX LEAN HAM X25,46,112
LIMES 3/4,53,135
BACON/LEEK,54,61
PESTO CHIKN FLA,238,674
FRANKFURTERS,98,276
BASIL POT,281,767
TARTE ABRICOT,360,954
GINGER JUICE,2,2
GBF CLN PREM LI,1,2
2 GARLIC & CORI,2,0
DI EMPIRE PIE 2,9,25
GLTTR P/WILLOW,1,3
M&T FOCACCIA,4,1
PK074 LAMB SADD,2,5
STRWBRRY TRIFLE,28,39
GBF CHKN ARRBTA,1,0
GBF CHK TAGTLLE,3,5
GBF FETTUCCINE,1,3
GBF PRAWN SPAG,1,3
PK017 OAK PC ST,2,1
PK070 DRY GAMM,13,35
SM BLUE STILTON,6,17
BL162 SAL TERR,2,4
JAMAICAN JERK,1,3
1L FLOR OJ BITS,16,48
WILD SALM 250G,1,2
DI CHK PAT BRAV,1,3
APPLEBY'S CHSHR,21,56
SAUCISSON SEC,1,3
MEDM SOURDOUGH,5,2
CROISSANT APRCT,1,3
PINE NUTS,1,3
FTO PARTY SEL,2,5
TOFFE&PEAR YGRT,3,3
IRL SMK CRISPY,2,5
6 BEETROOT WRAP,18,48
FTO C/T S/ROLLS,2,5
CHEESE TWIST,4,5
S/B&VANILLA,26,54
*MASCARPONE,9,18
CACTI DUO,8,23
CLN MINI SC OR,1,3
BRESAOLA,17,37
CINNAMON SWIRL,3,0
SNWY BRSSICA BQ,3,3
FARMHOUSE PATE,27,56
GBF COUS/VG SLD,13,26
GBF B/ROOT SLD,1,2
BCN WRPPD TRKY,19,38
MNGO CHLLI DRES,1,0
9 MINI GIN JELL,71,200
INDIAN MICRO SL,1,0
BEETRT & APPLE,26,71
BAV SMKD SLICE,6,16
SC-ONION-CHIVE,1,3
DRIED CRANBERRY,8,9
BH PRUNE YOG X4,1,3
BL141 LUX P SEL,2,4
HAGGIS 2LB,2,5
FRENCH SAUCISSO,1,3
BH STRAWBERRY,2,6
GBF LEN/GTS CH,2,6
GBF FT ROSES,6,15
POSH PRW C/TAIL,3,1
POSH CHEESE,29,81
INDIAN FV MENU,912,2552
SGL CRML FRAPPE,125,237
COD FILLETS BAG,178,505
SKIN ON BREAST,396,1104
ORGANIC NATURAL,67,185
SMK BACK X8,66,187
MIX POINT PEPPR,64,186
BRIGHTS BQT,117,313
CHICKEN FAJITAS,561,1597
6 POSH DOGS,402,1123
LAMB SHLD JNT,452,1251
2 DUCK LEGS,140,395
2 SOCKEY SALMON,510,1445
BREWERS MALTED,36,105
GBF RED GRAPE,33,54
2 U/S GAMM STK,96,265
CONCORDE PEAR,64,172
RIPE DATES,31,86
SALTD CRML PROF,320,863
COCONUT PRAWNS,488,1373
PINEAPPLE,55,117
COOKED MUSSELS,207,592
VITORIA GRAPES,128,331
STRAWBERRY SOYA,48,142
SOY & SESAME GR,185,504
RANCH STEAK,231,674
0% FAT GRK 1KG,69,199
F/FAT CRM FRCH,68,163
4 CROISSANTS,181,518
2 SWT CHIL SALM,222,614
W'CRESS SCE,131,384
CHORIZO,21,62
SMK PROSCIUTTO,21,57
ORG WLT HAM,101,270
CELERIAC,242,685
6 TOAST T/CAKES,54,151
TOFFEE TRAYBAKE,343,932
BFY MOR CHK SLD,51,95
PULLED HAM HOCK,119,345
CF&CHOC ECLAIR,169,365
GREEK BASIL,131,361
PEMBROKE THIGHS,96,280
AA BEEF RST JNT,32,91
LGE RASP ROYALE,348,894
COU RHUBARB & C,221,411
FLAPJACK MB,78,210
KEY LIME PIE,301,795
6 W/MEAL ROLLS,73,191
4 TRKY STKS,201,584
ENVY,43,119
MM DINKY PRK PI,27,55
0% FAT APL/PLUM,27,69
6 ARAUCOMA EGGS,13,36
SPLY CHKN WINGS,39,99
FR PS/O CROWN 4,13,19
EF S/BERRY,90,248
CHOCOLATE MB,75,216
HAKE FILLETS,367,1006
CREME BRULEE,165,469
GOLD KIWI,78,222
2 RSPBRRY YM YM,66,160
2 LMB KOFTA EGG,11,28
AUBERGINE BAKE,429,1252
WHT PEACH 4 PK,32,84
DICED LAMB,31,86
GARNISH SEL X16,10,16
PINA COLADA JUI,10,29
SAN DANIELE HAM,19,56
PAELLA X2,679,1985
RICH FRUIT LOAF,128,369
BEETROOT SALMN,18,40
PICNIC QCH SLN,396,1130
MX BABY PEPPER,120,354
PLAIN SOYA POT,51,152
BRAISING STEAK,399,1149
GAME CASSEROLE,84,252
SMOKY TARAMA,132,388
MED ROAST JNT,90,259
LEMN DRIZZLE CK,81,223
SULTANA/CH SLAB,8,20
9  TREE CC,8,25
L/MERINGUE PIE,255,721
SEAFOOD STICKS,108,311
6 R/FAT PORK SA,75,219
S/C LEMON SOLE,37,110
3 LEMON C/CAKE,73,145
LINGUINE WITH S,532,1531
SEEDED HADDOCK,191,561
4 CHEESE ROLLS,28,79
2MLTNG CHOC DOM,231,623
CLD PRS APL CLR,21,63
1L D CRAN RASP,14,43
STFFD CALAMARI,7,21
*ORANGE 500ML.,35,48
TURKEY PIE,55,161
SUNDELISI TOMS,280,832
PRAWN TERR SLIC,27,69
EXTREMELY CHOCO,27,79
STRAWBERRY ROLL,27,83
VINE LEAVES,377,1101
CLN LUXURY LONG,26,79
B/L RIB OF BEEF,32,95
DOUX DE MONTGN,19,57
MED BEEF JOINT,133,397
AMARETTO BISCOT,93,279
GBF CHILLI PRWN,6,15
PORK SAUS ROLL,6,17
*FN LG SALM/POT,78,139
COCONUT WATER,6,18
SNOWY ROAD MB,6,17
HARSSA CALAMARI,245,701
AH STRAWBERRY,47,145
COCONUT YOGURT,111,253
SLICED WHITE,35,108
1 BREAST FILLET,270,805
AA LEAN MINCE,45,108
J/A HNY SALM FL,460,1331
1L VALENCIA,11,32
YL108 STUFF CUP,11,29
STD TOPSIDE JNT,172,508
BLK PUDD CHUBB,123,377
SCOT 300ML WHP,26,69
TARTE CITRN YGT,83,234
CHIVE COTT/CHSE,166,490
MADAG VAN CREAM,127,343
AG RSE/ERYNG BQ,5,10
PEAR CHEESE,10,21
CHC & IRSH BROW,158,446
PORK RIB RACK,39,119
BEEF MEATLOAF,548,1660
ODB LG PORK LEG,126,373
1/2 LAMB LEG,14,44
SALMON FLT JNT,158,477
AUTUMN ROSES,120,349
HC G&O QUICHE,295,880
FW CHKN MINI FL,73,161
CRNCH CHICK W,114,337
BANQUET BOX,433,1281
BLKCRNT SUNDAES,27,82
2 LAMB LOINS,306,908
RIB EYE STK X1,224,665
SMPLY DRUMS 1KG,98,293
VANILLA C/CAKE,255,705
PIE D'ANGLOYS,35,81
CHOCLT MACAROON,39,111
2 DUCK BRSTS,138,427
CHIC LEGS LGE,99,305
PROSCIUTTO 170G,30,71
DICED PANCETTA,30,92
V BERRY C/CAKE,316,911
WENS/BLUEBERRY,17,55
5 BRD PLAICE,372,1105
4 BREADED COD,680,2039
SMPLY CHS/CEL,41,46
6 MPL/RAISIN PN,61,170
CHOC & VAN CC,205,588
2 ASIAN DUCK BR,4,13
2 SALM PAUPIETT,4,13
UK RED CABBAGE,8,23
SWEETI DRZZL CK,16,49
CARAMEL CRISPY,16,50
SALM TERR SLICE,4,3
RASPBERRY POT,4,9
BL154 PWN SS AP,20,50
6 WHITE PITTA,143,428
VIENNESE CAKES,31,96
ALL FIRED UP,387,1133
CALANDIVA G/BAG,27,78
BLACKCRNT JELLY,235,542
SALMON&EGG ROY,50,104
RST CHK CSLW SL,23,36
SPATCHCOCK 900g,296,898
EPOISSES,15,49
BABY SLD ONIONS,309,904
AUTUMN MACAROON,26,55
JA CHILLI BEEF,215,626
6 DUCK EGGS,22,67
GBF 2 COD FCAKE,29,45
BABY W/MELON,76,220
GEFILTE FISH,528,1609
MITM CHOC&CRML,7,10
XMAS LUX LILY,7,14
*A/B CROISSANT,14,13
GF WHITE LOAF,21,58
TRS LECHE ECLR,121,266
TRKY S/LESS FIL,303,939
NAT COT/CHSE,202,612
DOLCE GORGONZOL,10,30
PIGS IN BLANKET,10,18
ONION&GARL DIP,103,323
PIN MANGO COCO,112,352
2 PEP PORK LOIN,359,1090
9 CRAN PRK PIES,23,59
FETA RSMRY &LMN,36,108
BEEF ROAST JT,204,628
ROOT VEG PIE,394,1236
LEG LAMB GAR/RO,195,601
C/BOARD FAVS,57,178
XL RSE/LILY BQT,44,138
ORNG&CHOC CC,207,626
LF STRAWB YOG,47,128
WHOLEMEAL & RYE,97,282
FR 2 SALMON FLT,25,53
TWIN HOND PRWN,682,2110
LF TOFFEE 4 PAC,70,203
PEMBR MINI FLTS,264,776
VEG ANTIPASTI,262,790
WCHOC SB WREATH,3,8
ASHLEY GOAT CHS,12,38
PARTRIDGE PATE,6,13
GBF H/S TROUT,6,16
ORG GREEN BNS,3,6
EGG & CRESS SW,6,20
BFY CHICKEN CAU,3,8
SALMON EGG POT,3,3
ROUND COURGETTE,3,7
FRAN CHICKEN FW,6,4
AG ELITE ROSES,6,18
FETA TOM PASTA,6,8
BL179 TUDOR PIE,3,6
ODB PORK SHLDR,468,1467
CHILI SALM PATE,6,15
LIGHTER MAT CHD,12,37
GBF SNGPR NDL,3,1
CHL LOW B/BERRY,6,17
SMK BACON MEDX8,110,336
BEETROOT SALAD,115,315
ITAL HOG ROAST,90,276
PINEAPPLE & MEL,43,97
SALMON TAIL BAG,20,61
MED BUTF SEABAS,516,1610
PROSECCO CREAM,34,107
SPROUTS LG,82,95
BIANCOLI SPEARS,260,792
F/R CHIC MINI F,124,395
ROSE NAV ORANGE,11,35
FILLET STEAK,11,36
BLUE HAZE BQ,44,138
MINCED LAMB,660,2078
DANISH W/MEAL,81,242
MM PRK PIE 795G,16,35
BANANA LOAF,16,51
BL181 PORK PIE,16,44
SPICY CHORIZO,16,49
U/S BACON CHOP,74,217
CORONATION CHKN,511,1619
4 SEEDED ROLLS,73,218
WHOLE CHICKEN,721,2282
PONT L'EVEQUE,18,57
PORK MEDALLIONS,560,1787
CHOC JAFFA,35,61
EF B/CHERRY,25,59
BAVARIAN SMKD,5,17
AVOCADO & PRAWN,10,32
WESTCOMB FARMHO,5,16
CHD/CHIVE/ONION,15,47
MEDIUM PUMPKIN,5,17
ORG MINCE BEEF,562,1772
MONKFISH FLTS,174,547
BL160 SSAL PRW,12,22
CHICKEN JUNGLE,271,874
ST AGUR,7,23
ARDENNES SLICE,21,47
2 RUMP STEAKS,265,849
LAMB LOIN X2,23,71
CHK PATATAS BRV,735,2354
12 CHOR CHED RL,18,49
AUTH YGT 400G,36,119
CIABATTA,38,105
CORIANDER POT,354,1139
SILVERSIDE BEEF,173,551
1/2 LEG LAMB,272,862
BRECK BEL JNT,267,866
CARR BATONS LG,120,206
MINCED BEEF,475,1569
FN AVO/FETA LG,23,52
O/B PORCHET JNT,27,78
2 PAIN AU RAISI,141,430
SGL FRT TRIFLE,212,484
COU FF NAT YOG,55,180
AA SML BEEF JNT,124,418
GSTR GMN SHANK,130,429
ORIENTAL LILIES,322,1000
HS POMEGRANTE,2,7
HAWES TRAD WENS,14,48
PK029 FRCWN PSO,8,11
MANGO JUICE DRI,6,19
MEDJOOL DATE LG,6,17
CHEFS SELECT LG,70,113
4 SALMON KOFTA,4,8
STND BAY TREE,2,7
IRISH MEDIUM,2,7
HARRY HEDGEHOG,6,21
SLC LEERDAMMER,2,7
CHRYS BALL TREE,2,7
SAGE POT,4,7
TOM & CHILLI SC,40,129
MLTIPK PEPP HT,10,15
CLSC TRKY 6-10,6,4
CLASS TRKY 4-6,14,20
GBF GREEK SALAD,2,7
CHEDDAR/ON PATE,20,53
CRML CRSPY MB(F,2,5
SLT CRML MB (F),2,3
POT SLD 50% LF,10,27
GBF SOY GIN GAR,2,5
SQZD SCLN ORNG,2,5
THICK CUT SIRLO,94,319
CHOCOLATE FUDGE,45,146
4 BMILK PCAKES,58,186
TIKKA CHKN,297,952
4 YUM YUMS,179,548
F/R CHIC DRUMST,102,345
BANANA MILK,174,541
S&P TRKY JNT,116,316
LG S/CRM CHIVE,51,90
GRAVADLAX,113,360
COLD SMOKED SEL,43,117
ORK LYRD CRAB,693,2310
TURKEY ROULADE,201,638
EGG & AVOCADO,13,13
SS BB MED 750g,102,321
12 POSH PUPPIES,276,937
CHICKN  AVO POT,11,12
2 TRKY BRST STK,51,172
FW SPCK POUSSIN,40,137
LG TIGER PRAWN,169,558
WFR OX TONGUE,98,303
MINCE VEG PIE,83,264
INGLEWHITE (CW),9,31
GBF 2 HADDOCK F,27,49
BRD WILT HAM,9,17
4 PINEAPPLE TRT,9,28
4 TREACLE TARTS,9,27
TARTE CITRON,396,1265
1L APPLE/MANGO,16,48
SML SMKD LOIN,167,534
FIRECRACKER CHK,537,1793
RED RICE QUI PE,51,151
PATIO CHRYSTH,21,71
7 BTTR WAFFLES,7,14
F/R WHOLE CHKN,207,717
PSO PIGS & CRAN,40,85
BEETROOT JUICE,19,61
MILLERS WHLMEAL,41,128
SPLIT POT MANGO,56,169
6 W/MEAL PITTA,131,413
DUCK BRST RST,338,1132
LIME LEAVES,55,178
LEMON JELLY POT,5,18
COURGETTE FRITT,5,14
CHOC&ORNG YGRT,5,4
FN CHLI CHK,35,65
4 VS MINI CAKES,15,52
SPRTD SPELT LF,5,18
STILL GINGER LE,5,16
SUCCULENT GLASS,5,16
PK032 OAK CRWN,10,4
2 ORG LEG STKS,240,790
*HON & MUST CHK,48,100
GRILLED PEPPERS,41,138
LAMB PROVENCAL,82,271
WHITE GRAPE POT,13,42
6 JUMBO B PRAWN,319,1091
NFC GRPFRT JC,8,28
MORROCCAN CHIKN,8,17
NORTH SEA COD,24,69
2 SODA FARLS,8,19
SUCCULENT BOWL,8,27
CHOC BROWNIE MB,8,28
PRAWN CKTL 460G,43,111
AIOLI,148,486
6 PIKELETS,49,166
BISTRO SLD BAG,194,635
F&P SPANAKOPITA,123,428
TUSCAN PROSCIUT,74,261
ORG UNSMK BACON,11,40
CANDY FLOSS GRA,47,125
WELSH CAKES,36,127
M/SEED BLOOMER,78,230
STICKY TOF ROLL,14,40
6 MANDARIN PCAK,28,91
OATY BLOOMER,106,336
AA SIRLOIN STK,112,376
2 ECCLES CAKES,23,72
KALMATA OLIVES,144,479
4 SEABASS FLTS,643,2171
LF NAT YOG150,47,137
2 SAGE PK CHPS,419,1417
PRAWN & SEAFOOD,6,3
PK075 BACON VEN,3,2
XMAS  SMOOTHIE,6,10
SMKD HDK &EGG,39,136
STEAK PIE 1KG,18,40
CHERRY BKWELLS,15,46
LG ANTHURIUM GW,3,11
SPECK,42,143
AG ALOCA,3,11
GOATS CHSE G&T,6,20
CRKD CRAB CLAWS,3,3
12 MAGIC MCROON,99,331
AA RIB EYE STK,3,9
RED CHRY BANDED,3,6
6 COLL M/PIES,12,43
FW SPATCHCOCK,181,599
BEARNAISE SAUCE,73,244
2 C&C CHKN FLAT,70,231
4 BLUEBERRY MFN,110,343
SLTD CRML TART,382,1263
FW WHO CHKN,71,222
THYME POT,115,388
BRANDY BUTTER,16,54
BEEF STROGANOFF,504,1700
SC FRESH TURBOT,68,235
GR203 RASP PANN,13,35
CLN SHD AUT BQT,13,30
LAMB RUMP STEAK,422,1460
OSSAU IRATY,10,35
MWW SEED RLLS,24,76
AH PRUNE YOG 50,62,212
TRIPLE CHOC CHS,14,13
PEACH COBBLER,7,26
PHEASANT JNT,50,175
SMOKED GAMMON,15,55
DUCK LEGS X2,194,694
COD & PEA PIE,103,372
FRESH MACKEREL,271,959
2 AUBERGINE F&T,58,190
WHISKEY GAMMON,31,97
WHOLEWHEAT NOOD,138,483
SCOT ORG MIX 10,4,15
PICK & MIX MILD,4,15
CHERRY PIE,8,22
WMELON FGR 200G,4,1
SMK SALM LENTIL,4,9
LGE C/CHEESE,64,216
YELLOW CHICKEN,286,995
PEPP RUMP STK,291,1055
IT PROS ARROSTO,75,263
GBF ROCKIT APP,26,90
CLN CELOSIA BQT,13,47
GF VICTORIA SW,104,365
MUSHROOM TERRIN,22,69
PCH SALM TERR,315,1121
AA RIB-EYE STK,94,341
SULTANA SCONES,90,320
SIRLOIN OF LAMB,88,312
C/COVE MAT SLIC,5,18
LONGI LILIES,60,205
CRANBERRIES,60,182
LIGHTER MED CHD,10,34
GBF ITL BG 120G,25,43
ORG CASS STEAK,345,1238
FILLET BEEF,56,187
SMK GAMM 750G,99,348
MUSSELS/GARLIC,131,477
CLN DRGN ORCHID,6,23
YORKSHIRE BLUE,12,43
HALIBUT FILLETS,454,1626
BLACKSTICK BLUE,50,138
WNSDALE SLICE,19,33
HC JAM TARTS,13,50
RIB RACK 500G,20,69
CIABATTA ROLLS,103,350
SPARKLING ORCHI,7,25
AA RUMP STEAK,134,490
GOAT CHSE LOG,55,174
WILD SCALLOPS,332,1205
BRIE DE MEAUX,40,130
MUSHROOM QUICHE,8,6
XTRA LEAN MINCE,8,29
ICED COFFEE,16,49
CHKN PAELLA X2,420,1479
2 ORG SAL FLTS,144,500
SPEC LEG STKS,363,1306
GSTR NAVARIN LM,85,301
THE BIG CHEESE,380,1372
2 HERBY LEG STK,424,1537
PK028 FRCWN PSO,10,13
LIME & COCONUT,10,29
GF PARTY CK,10,36
IRL PRK BEL STR,31,117
9 MINI GANACHE,94,334
CHEESE BAKE,21,62
BRECK LOIN JNT,241,872
CLN K/PROTEA B,23,80
PK037 BRJNT PSO,23,26
GBF CANDY FLOSS,13,38
CULATELLO DI PA,42,157
10 LGE PRAWNS,259,960
2 SMK GAMMON ST,77,281
SPEC LAMB JNT,160,602
RACK OF LAMB,672,2497
TWO FISH ROAST,327,1227
SPECIALITY RACK,758,2823
SPEC WHL LEG,155,542
CRAB MEAT 50 50,284,1039
VEAL MILANSE,150,582
HONEYDEW MELON,113,362
THICK CUT RIBEY,119,456
MORTADELLA,41,133
SEAFOOD PLATTER,268,1027
CLN STAT ORCH,1,4
GBF SABLE GRAPE,8,19
WHIPP CRMY CHSE,1,2
NOR CAMEMBERT,15,39
ORG MAT CHEDD,3,12
AG SUNSET GB,1,2
C/TL SAUSAGES,18,25
PK035 OAK CRWN,11,4
BL166 SMK SALM,1,4
S/SALTED SPRD,9,33
LGE CRAN SAUCE,6,21
300ML WHIP CRM,97,330
CYCLAMEN TRIO P,1,4
LMB SPANAKOPITA,1,4
SMOKED GARLIC,3,12
BIRTHDAY FRT CK,2,8
POINSETTIA CERA,1,2
PK061 SIRLOIN B,2,5
SUPERBRRY 500ML,9,22
TOPSIDE JOINT,5,20
DICED FETA,14,41
GAME PIE,3,7
BANOFFEE PIE,1,0
CHILLI CRUNCH,14,52
BEEF SB,3,4
2 xFILLET STEAK,9,33
CHOC CARAMEL TR,1,0
4 LM DRZZ BUNDT,7,25
SEAFOOD SAUCE,1,0
GR219 BITES SEL,5,7
PK087 SCALLOPS,1,3
4 PARTRIDGE,32,113
ALMONDS 110G,1,4
GBF PURELY PINE,7,14
MINI XMAS COLIN,1,1
CHOCOLATE FRUIT,1,0
CAJUN FLATTIES,2,8
IRISH BEEF SIRL,4,12
CALLA LILY G/W,1,0
COCONUT WATER,8,30
SOFT PRUNES,1,4
GOOSE 3KG,8,8
4 MINI ORK CRAB,287,1106
COQUINA SQUASH,36,138
WATERMELON JLLY,141,371
2 LRG CHC MACAR,171,555
SHIITAKE MSHRM,31,109
AA FILLET STK,90,351
ORG SIRLOIN STK,216,831
BREAKFAST BLINI,21,49
CHILLI CRAB C/T,581,2246
ORG DICED CHKN,157,560
GF SEEDED THINS,49,171
BERRY BIRCHER,14,55
C/DALE WHLE 1L,14,51
2 CAJUN PRK LEG,317,1211
SALT/PEPP LAMB,638,2417
GBF GALA APPLE,12,33
GF BRWN BLR,36,121
BEEF MUS/HERB,143,522
ONION SQUASH,35,132
COCONUT LOAF,35,122
30 MONTH MATURE,34,132
RACK OF LAMB,33,127
ANTIPASTI 70G,11,36
CHOCOLATE TART,287,1046
SUMMER BERRY YO,51,168
GBF ENVY APPLE,8,17
GR213 BLK FORST,8,21
SEEDED COB,15,62
SPRING MORNING,7,26
BABY BANANA.,118,448
MACAROON ASST,27,100
FISH NIGIRI,13,8
VENISON RUMP,185,726
BARNSLEY CHOP,76,297
HALLOUMI BGR,12,42
S/HOUSE SHOULDE,6,25
CAR/CAUL/SPT L,12,16
PEPPERED BURGER,84,324
2 DANISH,95,348
PINE FRIDGE PK,123,470
NECK FILLET,216,867
STWBRY & BANAN,68,256
FRESH BRILL,32,129
CHIVE POT,122,482
12 PORK M/BALLS,182,722
SAUCISSON SEC S,10,32
24 CHORIZO M/BA,5,18
BIRD SAU ROLLS,5,11
*200G PARMESAN,5,19
MASALA CHUNKS,120,477
EF 4 PACK LAYER,25,84
MUSSELS IN WINE,69,283
PROSCIUT SPECIA,87,348
DEVON SCONES,91,363
LEMON C/CAKE,313,1156
BATT SCALLOPS,262,1031
S YULETIDE LOG,9,15
BUFFALO MOZ 125,66,249
RAVENS OAK,17,61
VICTORIA S/WCH,67,268
2 RSMRY FOCA RL,20,63
GASTRO CHK HASH,4,16
GR244 CHS PEAR,4,16
LG SHERRY TRIFL,20,40
SALAMI MILANO,12,49
3 YR C/CRUNCH,8,33
LMN DRIZZLE BKS,8,27
COFFEE ROLL,30,123
P&M NOR BRIE,18,36
ODB PORK MINCE,619,2469
ASIAN DUCK BRST,77,300
TUSC PORCETTA,70,275
CHEESE SCONES,51,189
9 MINI CHSCAKE,82,325
BEETROOT & MINT,122,455
SP RESV RIBEYE,145,608
MANGO SPECIAL,18,68
SOLO PRAWN AVO,3,4
*ECCLES CAKE,9,5
BEET APP BLACK,9,37
SULTANA DANISH,3,1
COVE MED 300G,6,19
MORROCCAN SALAD,9,21
IBERICO BELLOTA,17,72
SHORT RIBS,59,220
GBF HAM/EGG SLD,28,102
CHOC BROWNIE,11,35
FOTM Plum & Ber,19,57
GF CFFEE & WNUT,19,79
TRAD CSLAW 750G,16,28
BREBICET,8,35
ROEON KSCALLOPS,38,157
RSE VEAL ESCLPE,416,1747
GR212 CH WREATH,10,33
ORG FILLET STK,30,125
MANCHEGO,5,20
4 SLTD CRML HX,5,22
SHROPSHIRE BLUE,12,46
PIG BLANKETS,50,74
R/FAT FRNCH DRS,19,71
WHISKY GOLD SAL,33,113
CERAMIC ORCHID,14,61
MANGO P P 500ML,14,25
HARL SQUASH,37,156
IBERICO HAM,17,75
GODMINSTER BRIE,17,56
PSSN FRUIT CK,27,101
MINI ROAST HAM,31,126
VEAL MILANESE,158,654
C/EX MAT SLICES,6,27
EC L/LEG RED/RM,2,7
BBQ FLATTIES,2,7
LG WTRML MG FG,8,34
KING EDS 5KG,6,3
HOUMOUS LAMB TP,42,166
SALAMI CRISPS,2,8
GBF PLUM PACK,22,68
CHESTNUT CHSE,2,7
GBF GRANNY S/AP,4,5
FLAPJACK MB (F),2,5
DRESSED CRAB,266,1133
KIWI FRUIT,43,193
U/S GAMM 750G,111,488
ROTISSERIE CHKN,202,828
DRESSED LOBSTER,193,776
S/SALT CROUTONS,50,220
4 MUFFINS,24,107
CUCUMBER AVOCA,49,213
SALM/TROUT SEL,9,34
VEG SUSHI,9,12
SPARKLE GYPSOPH,7,25
6 PUFF M/PIES,19,73
6 F/R WHTE EGGS,12,52
AUTH YGT 200G,13,58
GF PANCAKES,21,88
2 T&M PEPPERS,32,147
ORG SMKD BACON,8,35
SUNFLOWERS,11,43
TUNA FLT STEAK,403,1706
OSSO BUCCO,93,410
SP RESV SIRLOIN,153,674
CLN CALLA LILIE,9,40
NERTERA GLASS,3,11
ORG BRUSSELS,3,12
MEDJOOL DATES,6,28
ORG APPLE,12,50
MED PITTA,48,189
FETA & HARISSA,27,110
SAN MARZANO VNE,6,16
GARNISH SEL 24,3,9
STEAK HACHE,403,1741
TUNA & SWT SOY,576,2505
C/BOARD BITES,62,273
LG DELI C/SLAW,23,61
GRANNY SMTH X4,67,274
BL157 SF KNICKB,7,25
CHOC/ORANGE MB,21,99
COVE MAT 500G,7,29
BRECK LEG JNT,178,804
COU PIR CHK SLD,18,44
IRL PRK LOIN JT,29,130
RIGATINO AFFUMI,30,135
BALSAMIC DRSSNG,19,78
CHOP HERRINGS,171,732
CHD&JALAP BURG,4,15
GBF KING GRAPE,4,7
PALMIER,4,4
PRWN&CALMARI,12,45
EC BIRTHDAY CK,85,361
1 breast fillet,99,365
PLUM DUCK BRST,326,1470
GRTD EXMAT COVE,9,38
COLIN CTRPILLAR,23,101
LG TOPRUMP JNT,57,247
LAMB SHANKS X 2,19,85
4 PAUPIETTES,182,804
WHL LEG LAMB,67,303
8 POPPADOMS,16,43
THICK CUT RUMP,86,383
F/R CHK SUPREME,40,188
4 ULT MUFFIN,42,181
MINI MACAROONS,6,29
4 BLBRRY HOT X,6,27
WILD MALLARD,32,142
MOJITO JUICE DR,34,158
RHUBARB JC DRNK,7,8
FUDGE CAKE,62,273
FALAFEL & FETA,19,60
B FOREST SLHT,10,32
BFY TERI/PRW SL,10,34
CAUL/BRC/CAR XL,22,38
POUR/BRANDY CRM,11,52
FC MONKFISH,34,166
4 CHOC PCAKES,12,58
ACTIMEL STRAWB,12,52
GIFT CAKE,26,109
VEAL SIRLN STK,156,729
CHERRY SLAB,34,147
ORG RUMP STEAK,158,726
FW OAK POUSSIN,20,92
CHOC YULE LOG,24,105
SEABASS FLT BAG,99,457
POSH DOG ROLLS,44,183
CUT MINT,69,320
